Date,Country,Price in US Dollars
2013-07-01,Euro area,4.659391484
2013-07-01,Britain,4.020070499
2013-07-01,Hong Kong,2.191667795
2013-07-01,Hungary,3.76430216
2013-07-01,Indonesia,2.803712995
2013-07-01,India,1.500500167
2013-07-01,Israel,4.799846405
2013-07-01,Japan,3.196643524
2013-07-01,South Korea,3.434005459
2013-07-01,Sri Lanka,2.828746177
2013-07-01,Mexico,2.859096757
2013-07-01,Malaysia,2.295236598
2013-07-01,Norway,7.506404922
2013-07-01,New Zealand,4.299075001
2013-07-01,Pakistan,2.998950367
2013-07-01,Peru,3.5932447
2013-07-01,Philippines,2.652163904
2013-07-01,Poland,2.733620562
2013-07-01,Russia,2.641253958
2013-07-01,Saudi Arabia,2.666524452
2013-07-01,Singapore,3.687142073
2013-07-01,Sweden,6.15687377
2013-07-01,Thailand,2.845723421
2013-07-01,Turkey,4.342384224
2013-07-01,Taiwan,2.630834041
2013-07-01,Ukraine,2.329858982
2013-07-01,Uruguay,4.979843491
2013-07-01,United States,4.556666667
2013-07-01,South Africa,2.239418746
2014-01-01,UAE,3.267084127
2014-01-01,Argentina,3.034134008
2014-01-01,Australia,4.473542499
2014-01-01,Brazil,5.247455619
2014-01-01,Canada,5.013120985
2014-01-01,Switzerland,7.1424647
2014-01-01,Chile,3.690377341
2014-01-01,China,2.743212202
2014-01-01,Colombia,4.337311724
2014-01-01,Costa Rica,4.283551164
2014-01-01,Czech Republic,3.473215078
2014-01-01,Denmark,5.180499509
2014-01-01,Egypt,2.432121822
2014-01-01,Euro area,4.961843535
2014-01-01,Britain,4.6267965
2014-01-01,Hong Kong,2.320230476
2014-01-01,Hungary,3.854824616
2014-01-01,Indonesia,2.301400329
2014-01-01,India,1.53609831
2014-01-01,Israel,5.016914168
2014-01-01,Japan,2.97376373
2014-01-01,South Korea,3.466691652
2014-01-01,Sri Lanka,2.675840979
2014-01-01,Mexico,2.775121412
2014-01-01,Malaysia,2.226568377
2014-01-01,Norway,7.795434798
2014-01-01,New Zealand,4.571874999
2014-01-01,Pakistan,3.035621117
2014-01-01,Peru,3.563156957
2014-01-01,Philippines,2.984744639
2014-01-01,Poland,2.998305306
2014-01-01,Russia,2.62233255
2014-01-01,Saudi Arabia,2.933020478
2014-01-01,Singapore,3.596981663
2014-01-01,Sweden,6.287510717
2014-01-01,Thailand,2.920152091
2014-01-01,Turkey,3.758484225
2014-01-01,Taiwan,2.619276549
2014-01-01,Ukraine,2.267573696
2014-01-01,Uruguay,4.911131899
2014-01-01,United States,4.624166667
2014-01-01,South Africa,2.1603931
2014-07-01,UAE,3.539292958
2014-07-01,Argentina,2.570772762
2014-07-01,Australia,4.814145
2014-07-01,Brazil,5.855196487
2014-07-01,Canada,5.251152181
2014-07-01,Switzerland,6.826241135
2014-07-01,Chile,3.722480235
2014-07-01,China,2.726554055
2014-07-01,Colombia,4.654561199
2014-07-01,Costa Rica,4.001488926
2014-07-01,Czech Republic,3.455514845
2014-07-01,Denmark,5.145518885
2014-07-01,Egypt,2.36781561
2014-07-01,Euro area,4.95354247
2014-07-01,Britain,4.925137996
2014-07-01,Hong Kong,2.425665607
2014-07-01,Hungary,3.766871808
2014-07-01,Indonesia,2.428422425
2014-07-01,India,1.747415282
2014-07-01,Israel,5.12625227
2014-07-01,Japan,3.644243081
2014-07-01,South Korea,4.004884005
2014-07-01,Sri Lanka,2.687036966
2014-07-01,Mexico,3.247619379
2014-07-01,Malaysia,2.408839779
2014-07-01,Norway,7.757826516
2014-07-01,New Zealand,4.944750001
2014-07-01,Pakistan,3.040129712
2014-07-01,Peru,3.586800574
2014-07-01,Philippines,3.703275084
2014-07-01,Poland,2.995376701
2014-07-01,Russia,2.554736668
2014-07-01,Saudi Arabia,2.933059581
2014-07-01,Singapore,3.79644588
2014-07-01,Sweden,5.953774137
2014-07-01,Thailand,3.115166772
2014-07-01,Turkey,4.423191871
2014-07-01,Taiwan,2.634914282
2014-07-01,Ukraine,1.62601626
2014-07-01,Uruguay,4.919460165
2014-07-01,United States,4.795
2014-07-01,Vietnam,2.826189355
2014-07-01,South Africa,2.330115555
2015-01-01,UAE,3.539292958
2015-01-01,Argentina,3.25203252
2015-01-01,Australia,4.318704999
2015-01-01,Brazil,5.206826728
2015-01-01,Canada,4.639615807
2015-01-01,Switzerland,7.543666222
2015-01-01,Chile,3.346693546
2015-01-01,China,2.769057394
2015-01-01,Colombia,3.340408798
2015-01-01,Costa Rica,4.010520622
2015-01-01,Czech Republic,2.919208975
2015-01-01,Denmark,5.376008976
2015-01-01,Egypt,2.303385691
2015-01-01,Euro area,4.263832002
2015-01-01,Britain,4.368234997
2015-01-01,Hong Kong,2.425383965
2015-01-01,Hungary,3.168831083
2015-01-01,Indonesia,2.238701923
2015-01-01,India,1.886715897
2015-01-01,Israel,4.448228969
2015-01-01,Japan,3.141850295
2015-01-01,South Korea,3.784731838
2015-01-01,Sri Lanka,2.654028436
2015-01-01,Mexico,3.349854726
2015-01-01,Malaysia,2.11035818
2015-01-01,Norway,6.297146605
2015-01-01,New Zealand,4.492555001
2015-01-01,Pakistan,2.978110885
2015-01-01,Peru,3.324468085
2015-01-01,Philippines,3.670344517
2015-01-01,Poland,2.48205903
2015-01-01,Russia,1.364465635
2015-01-01,Saudi Arabia,2.927945913
2015-01-01,Singapore,3.525484754
2015-01-01,Sweden,4.968595304
2015-01-01,Thailand,3.036344119
2015-01-01,Turkey,3.96408751
2015-01-01,Taiwan,2.508493951
2015-01-01,Ukraine,1.200859563
2015-01-01,Uruguay,4.626407369
2015-01-01,United States,4.79
2015-01-01,Vietnam,2.806361085
2015-01-01,South Africa,2.221496243
2015-07-01,UAE,3.539389319
2015-07-01,Argentina,3.0651341
2015-07-01,Australia,3.922265
2015-07-01,Brazil,4.28251939
2015-07-01,Canada,4.53593859
2015-07-01,Switzerland,6.821998321
2015-07-01,Chile,3.268736867
2015-07-01,China,2.737872834
2015-07-01,Colombia,2.916312895
2015-07-01,Costa Rica,4.031501969
2015-07-01,Czech Republic,2.833749962
2015-07-01,Denmark,5.078512124
2015-07-01,Egypt,2.162182872
2015-07-01,Euro area,4.053904998
2015-07-01,Britain,4.512446003
2015-07-01,Hong Kong,2.477163648
2015-07-01,Hungary,3.18158583
2015-07-01,Indonesia,2.285585822
2015-07-01,India,1.832728993
2015-07-01,Israel,4.631651382
2015-07-01,Japan,2.985435914
2015-07-01,South Korea,3.760384784
2015-07-01,Sri Lanka,2.614867389
2015-07-01,Mexico,3.113137121
2015-07-01,Malaysia,2.009720215
2015-07-01,Norway,5.649335896
2015-07-01,New Zealand,3.909635
2015-07-01,Pakistan,3.441494592
2015-07-01,Peru,3.141196796
2015-07-01,Philippines,3.605197678
2015-07-01,Poland,2.543989824
2015-07-01,Russia,1.883305465
2015-07-01,Saudi Arabia,3.199530735
2015-07-01,Singapore,3.43969555
2015-07-01,Sweden,5.127513156
2015-07-01,Thailand,3.168316832
2015-07-01,Turkey,3.874210984
2015-07-01,Taiwan,2.546744036
2015-07-01,Ukraine,1.548974943
2015-07-01,Uruguay,4.13238252
2015-07-01,United States,4.79
2015-07-01,Vietnam,2.751031637
2015-07-01,South Africa,2.094316749
2016-01-01,UAE,3.53924478
2016-01-01,Argentina,2.389702554
2016-01-01,Australia,3.743655001
2016-01-01,Brazil,3.354203936
2016-01-01,Canada,4.144195288
2016-01-01,Switzerland,6.443298969
2016-01-01,Chile,2.93618003
2016-01-01,China,2.6836632
2016-01-01,Colombia,2.427855804
2016-01-01,Costa Rica,4.016814573
2016-01-01,Czech Republic,2.982795237
2016-01-01,Denmark,4.322455155
2016-01-01,Egypt,2.162182872
2016-01-01,Euro area,3.999000001
2016-01-01,Britain,4.221856502
2016-01-01,Hong Kong,2.476668365
2016-01-01,Hungary,3.075040731
2016-01-01,Indonesia,2.186771823
2016-01-01,India,1.901126455
2016-01-01,Israel,4.288197308
2016-01-01,Japan,3.118546926
2016-01-01,South Korea,3.590064705
2016-01-01,Sri Lanka,2.429711906
2016-01-01,Mexico,2.810156709
2016-01-01,Malaysia,1.821286283
2016-01-01,Norway,5.214688038
2016-01-01,New Zealand,3.912289999
2016-01-01,Pakistan,2.86027554
2016-01-01,Peru,2.925687537
2016-01-01,Philippines,2.785900367
2016-01-01,Poland,2.371717272
2016-01-01,Russia,1.527024312
2016-01-01,Saudi Arabia,3.196334869
2016-01-01,Singapore,3.270133936
2016-01-01,Sweden,5.231432773
2016-01-01,Thailand,3.092214246
2016-01-01,Turkey,3.405768208
2016-01-01,Taiwan,2.076343229
2016-01-01,Ukraine,1.541755889
2016-01-01,Uruguay,3.743581249
2016-01-01,United States,4.93
2016-01-01,Vietnam,2.67052409
2016-01-01,South Africa,1.770611019
2016-07-01,UAE,3.53924478
2016-07-01,Argentina,3.347840643
2016-07-01,Australia,4.3047375
2016-07-01,Brazil,4.781810609
2016-07-01,Canada,4.60475825
2016-07-01,Switzerland,6.591623568
2016-07-01,Chile,3.532374985
2016-07-01,China,2.785265049
2016-07-01,Colombia,3.03857972
2016-07-01,Costa Rica,4.117937737
2016-07-01,Czech Republic,3.055419193
2016-07-01,Denmark,4.439741607
2016-07-01,Egypt,2.590104674
2016-07-01,Euro area,4.205628998
2016-07-01,Britain,3.940221999
2016-07-01,Hong Kong,2.475694355
2016-07-01,Hungary,3.150822522
2016-07-01,Indonesia,2.364156339
2016-07-01,India,2.410714286
2016-07-01,Israel,4.379656625
2016-07-01,Japan,3.466854064
2016-07-01,South Korea,3.856435427
2016-07-01,Sri Lanka,3.625170999
2016-07-01,Mexico,2.37388724
2016-07-01,Malaysia,1.986590514
2016-07-01,Norway,5.510063519
2016-07-01,New Zealand,4.221300001
2016-07-01,Pakistan,3.577561534
2016-07-01,Peru,3.024940636
2016-07-01,Philippines,2.822880187
2016-07-01,Poland,2.420788521
2016-07-01,Russia,2.050229034
2016-07-01,Saudi Arabia,3.19957339
2016-07-01,Singapore,4.014141563
2016-07-01,Sweden,5.228712543
2016-07-01,Thailand,3.403403403
2016-07-01,Turkey,3.53263995
2016-07-01,Taiwan,2.154297668
2016-07-01,Ukraine,1.572580645
2016-07-01,Uruguay,4.077573347
2016-07-01,United States,5.04
2016-07-01,Vietnam,2.69058296
2016-07-01,South Africa,2.101760224
2017-01-01,UAE,3.539341138
2017-01-01,Argentina,3.468390352
2017-01-01,Australia,4.275180001
2017-01-01,Brazil,5.117945378
2017-01-01,Canada,4.509803922
2017-01-01,Switzerland,6.350136772
2017-01-01,Chile,3.641471154
2017-01-01,China,2.829671123
2017-01-01,Colombia,3.305923112
2017-01-01,Costa Rica,4.058954053
2017-01-01,Czech Republic,2.905653433
2017-01-01,Denmark,4.224608344
2017-01-01,Egypt,1.464571124
2017-01-01,Euro area,4.061778002
2017-01-01,Britain,3.728394002
2017-01-01,Hong Kong,2.475518795
2017-01-01,Hungary,3.054811464
2017-01-01,Indonesia,2.325755871
2017-01-01,India,2.48801727
2017-01-01,Israel,4.383916991
2017-01-01,Japan,3.257189388
2017-01-01,South Korea,3.677546074
2017-01-01,Sri Lanka,3.665200586
2017-01-01,Mexico,2.232295392
2017-01-01,Malaysia,1.7891088
2017-01-01,Norway,5.665820648
2017-01-01,New Zealand,4.1853
2017-01-01,Pakistan,3.579098067
2017-01-01,Peru,3.242064311
2017-01-01,Philippines,2.680640935
2017-01-01,Poland,2.300971921
2017-01-01,Russia,2.15098242
2017-01-01,Saudi Arabia,3.199445429
2017-01-01,Singapore,3.892267593
2017-01-01,Sweden,5.260533396
2017-01-01,Thailand,3.345233745
2017-01-01,Turkey,2.748552216
2017-01-01,Taiwan,2.162670428
2017-01-01,Ukraine,1.542133284
2017-01-01,Uruguay,4.351610096
2017-01-01,United States,5.06
2017-01-01,Vietnam,2.658160553
2017-01-01,South Africa,1.886400287
2017-07-01,UAE,3.811598149
2017-07-01,Argentina,4.125534109
2017-07-01,Australia,4.527955001
2017-07-01,Brazil,5.101567573
2017-07-01,Canada,4.655696795
2017-07-01,Switzerland,6.741689571
2017-07-01,Chile,3.844095545
2017-07-01,China,2.917127072
2017-07-01,Colombia,3.243604529
2017-07-01,Costa Rica,4.000034935
2017-07-01,Czech Republic,3.281399714
2017-07-01,Denmark,4.606490545
2017-07-01,Egypt,1.753983785
2017-07-01,Euro area,4.4650245
2017-07-01,Britain,4.111431502
2017-07-01,Hong Kong,2.457914613
2017-07-01,Hungary,3.208947528
2017-07-01,Indonesia,2.402932047
2017-07-01,India,2.757231925
2017-07-01,Israel,4.773337099
2017-07-01,Japan,3.361047232
2017-07-01,South Korea,3.843969772
2017-07-01,Sri Lanka,3.772971215
2017-07-01,Mexico,2.754240265
2017-07-01,Malaysia,2.003027833
2017-07-01,Norway,5.914160189
2017-07-01,New Zealand,4.432259999
2017-07-01,Pakistan,3.566333809
2017-07-01,Peru,3.229278794
2017-07-01,Philippines,2.649451821
2017-07-01,Poland,2.723399666
2017-07-01,Russia,2.278135388
2017-07-01,Saudi Arabia,3.199872005
2017-07-01,Singapore,4.06474559
2017-07-01,Sweden,5.818920701
2017-07-01,Thailand,3.496246676
2017-07-01,Turkey,3.006110094
2017-07-01,Taiwan,2.26396522
2017-07-01,Ukraine,1.697858383
2017-07-01,Uruguay,4.52882773
2017-07-01,United States,5.3
2017-07-01,Vietnam,2.63939294
2017-07-01,South Africa,2.260738508
2018-01-01,UAE,3.811598149
2018-01-01,Argentina,3.96039604
2018-01-01,Australia,4.706135
2018-01-01,Brazil,5.111682518
2018-01-01,Canada,5.25724376
2018-01-01,Switzerland,6.764843628
2018-01-01,Chile,4.290889287
2018-01-01,China,3.171641791
2018-01-01,Colombia,3.832468391
2018-01-01,Costa Rica,4.027931683
2018-01-01,Czech Republic,3.807779438
2018-01-01,Denmark,4.93202032
2018-01-01,Egypt,1.932768362
2018-01-01,Euro area,4.835787497
2018-01-01,Britain,4.413045999
2018-01-01,Hong Kong,2.621818647
2018-01-01,Hungary,3.426638505
2018-01-01,Indonesia,2.67609851
2018-01-01,India,2.81861066
2018-01-01,Israel,4.801606356
2018-01-01,Japan,3.431925943
2018-01-01,South Korea,4.115033902
2018-01-01,Sri Lanka,3.771131339
2018-01-01,Mexico,2.57186487
2018-01-01,Malaysia,2.276176024
2018-01-01,Norway,6.241958701
2018-01-01,New Zealand,4.510190001
2018-01-01,Pakistan,3.393511606
2018-01-01,Peru,3.268991283
2018-01-01,Philippines,2.641695416
2018-01-01,Poland,2.965572928
2018-01-01,Russia,2.290950745
2018-01-01,Saudi Arabia,3.19974402
2018-01-01,Singapore,4.385467468
2018-01-01,Sweden,6.12311069
2018-01-01,Thailand,3.72456964
2018-01-01,Turkey,2.827013096
2018-01-01,Taiwan,2.334788346
2018-01-01,Ukraine,1.636775205
2018-01-01,Uruguay,4.898530441
2018-01-01,United States,5.28
2018-01-01,Vietnam,2.861986218
2018-01-01,South Africa,2.447351354
2018-07-01,United Arab Emirates,3.811442495
2018-07-01,Argentina,2.705139766
2018-07-01,Australia,4.5154175
2018-07-01,Azerbaijan,2.321140003
2018-07-01,Bahrain,3.161638783
2018-07-01,Brazil,4.402933552
2018-07-01,Canada,5.06724578
2018-07-01,Switzerland,6.544173169
2018-07-01,Chile,4.050757215
2018-07-01,China,3.095741468
2018-07-01,Colombia,4.140469787
2018-07-01,Costa Rica,4.03311025
2018-07-01,Czech Republic,3.399086779
2018-07-01,Denmark,4.717648724
2018-07-01,Egypt,1.752024574
2018-07-01,Euro area,4.735082
2018-07-01,Britain,4.231535
2018-07-01,Guatemala,3.339076545
2018-07-01,Hong Kong,2.548338802
2018-07-01,Honduras,3.542759017
2018-07-01,Croatia,3.326600927
2018-07-01,Hungary,3.074917285
2018-07-01,Indonesia,2.193593315
2018-07-01,India,2.513621504
2018-07-01,Israel,4.676882445
2018-07-01,Jordan,2.746285473
2018-07-01,Japan,3.505617978
2018-07-01,South Korea,4.032258065
2018-07-01,Kuwait,3.47107438
2018-07-01,Lebanon,4.301786896
2018-07-01,Sri Lanka,3.641614868
2018-07-01,Moldova,2.582179359
2018-07-01,Mexico,2.57197596
2018-07-01,Malaysia,2.100683654
2018-07-01,Nicaragua,3.260814507
2018-07-01,Norway,5.222906174
2018-07-01,New Zealand,4.23398
2018-07-01,Oman,2.727272727
2018-07-01,Pakistan,3.0866738
2018-07-01,Peru,3.20953691
2018-07-01,Philippines,2.617458448
2018-07-01,Poland,2.739391638
2018-07-01,Qatar,3.295797858
2018-07-01,Romania,2.315484805
2018-07-01,Russia,2.092028326
2018-07-01,Saudi Arabia,3.199658703
2018-07-01,Singapore,4.277759339
2018-07-01,Sweden,5.826840025
2018-07-01,Thailand,3.587579138
2018-07-01,Turkey,2.284196547
2018-07-01,Taiwan,2.271791917
2018-07-01,Ukraine,1.908469789
2018-07-01,Uruguay,4.471414883
2018-07-01,United States,5.51
2018-07-01,Vietnam,2.82124178
2018-07-01,South Africa,2.320029337
2019-01-01,United Arab Emirates,3.811442495
2019-01-01,Argentina,2.002402883
2019-01-01,Australia,4.352045
2019-01-01,Azerbaijan,2.328323018
2019-01-01,Bahrain,3.183023873
2019-01-01,Brazil,4.545515674
2019-01-01,Canada,5.084873066
2019-01-01,Switzerland,6.62150461
2019-01-01,Chile,3.888127955
2019-01-01,China,3.051228521
2019-01-01,Colombia,3.728654238
2019-01-01,Costa Rica,3.772807776
2019-01-01,Czech Republic,3.80966894
2019-01-01,Denmark,4.604440215
2019-01-01,Egypt,2.233389168
2019-01-01,Euro area,4.6419075
2019-01-01,Britain,4.072992
2019-01-01,Guatemala,3.234864071
2019-01-01,Hong Kong,2.552860161
2019-01-01,Honduras,3.492323052
2019-01-01,Croatia,3.241315974
2019-01-01,Hungary,3.032803336
2019-01-01,Indonesia,2.342086586
2019-01-01,India,2.554351726
2019-01-01,Israel,4.584867241
2019-01-01,Jordan,2.748027057
2019-01-01,Japan,3.596458871
2019-01-01,South Korea,4.02288575
2019-01-01,Kuwait,3.464203233
2019-01-01,Lebanon,4.313205043
2019-01-01,Sri Lanka,3.182529013
2019-01-01,Moldova,2.317094364
2019-01-01,Mexico,2.537709588
2019-01-01,Malaysia,2.197935641
2019-01-01,Nicaragua,3.182873053
2019-01-01,Norway,5.859672561
2019-01-01,New Zealand,4.1912
2019-01-01,Oman,2.727981294
2019-01-01,Pakistan,3.312211982
2019-01-01,Peru,3.135732418
2019-01-01,Philippines,2.672138188
2019-01-01,Poland,2.801157812
2019-01-01,Qatar,3.295571576
2019-01-01,Romania,2.286725925
2019-01-01,Russia,1.652095674
2019-01-01,Saudi Arabia,3.199018968
2019-01-01,Singapore,4.277601593
2019-01-01,Sweden,5.838596491
2019-01-01,Thailand,3.717878622
2019-01-01,Turkey,1.996879296
2019-01-01,Taiwan,2.240041554
2019-01-01,Ukraine,1.942446043
2019-01-01,Uruguay,4.306367272
2019-01-01,United States,5.58
2019-01-01,Vietnam,2.801844907
2019-01-01,South Africa,2.235442582
2019-07-09,United Arab Emirates,4.015626914
2019-07-09,Argentina,2.870504372
2019-07-09,Australia,4.260105
2019-07-09,Azerbaijan,2.328323018
2019-07-09,Bahrain,3.713527851
2019-07-09,Brazil,4.596433168
2019-07-09,Canada,5.155934656
2019-07-09,Switzerland,6.542197172
2019-07-09,Chile,3.827473722
2019-07-09,China,3.050286146
2019-07-09,Colombia,3.687635575
2019-07-09,Costa Rica,3.935147396
2019-07-09,Czech Republic,3.728184637
2019-07-09,Denmark,4.504978001
2019-07-09,Egypt,2.527836293
2019-07-09,Euro area,4.572252
2019-07-09,Britain,4.101314
2019-07-09,Guatemala,3.255123564
2019-07-09,Hong Kong,2.624671916
2019-07-09,Honduras,3.512584037
2019-07-09,Croatia,3.334293206
2019-07-09,Hungary,3.097667388
2019-07-09,Indonesia,2.264685067
2019-07-09,India,2.669412904
2019-07-09,Israel,4.766310595
2019-07-09,Jordan,3.244005642
2019-07-09,Japan,3.585712316
2019-07-09,South Korea,3.811782644
2019-07-09,Kuwait,3.612479475
2019-07-09,Lebanon,4.313205043
2019-07-09,Sri Lanka,3.643090935
2019-07-09,Moldova,2.413804718
2019-07-09,Mexico,2.646167688
2019-07-09,Malaysia,2.136391068
2019-07-09,Nicaragua,3.317039633
2019-07-09,Norway,4.853948167
2019-07-09,New Zealand,4.2288
2019-07-09,Oman,3.142857143
2019-07-09,Pakistan,3.048586853
2019-07-09,Peru,3.194596568
2019-07-09,Philippines,2.767087251
2019-07-09,Poland,2.836320662
2019-07-09,Qatar,3.569712364
2019-07-09,Romania,2.204209329
2019-07-09,Russia,2.036380725
2019-07-09,Saudi Arabia,3.466343141
2019-07-09,Singapore,4.260633218
2019-07-09,Sweden,5.382557348
2019-07-09,Thailand,3.860189766
2019-07-09,Turkey,2.444949318
2019-07-09,Taiwan,2.309765174
2019-07-09,Ukraine,2.222438834
2019-07-09,Uruguay,4.663131406
2019-07-09,United States,5.74
2019-07-09,Vietnam,2.79798545
2019-07-09,South Africa,2.186948854
2020-01-14,United Arab Emirates,4.015626914
2020-01-14,Argentina,2.846887403
2020-01-14,Australia,4.451145
2020-01-14,Azerbaijan,2.328323018
2020-01-14,Bahrain,3.713527851
2020-01-14,Brazil,4.804558295
2020-01-14,Canada,5.181585091
2020-01-14,Switzerland,6.713142267
2020-01-14,Chile,3.416414318
2020-01-14,China,3.122730574
2020-01-14,Colombia,3.619634234
2020-01-14,Costa Rica,4.123060188
2020-01-14,Czech Republic,3.755918333
2020-01-14,Denmark,4.464717569
2020-01-14,Egypt,2.644836272
2020-01-14,Euro area,4.582058
2020-01-14,Britain,4.4102205
2020-01-14,Guatemala,3.244098984
2020-01-14,Hong Kong,2.636537262
2020-01-14,Honduras,3.52872463
2020-01-14,Croatia,3.28529829
2020-01-14,Hungary,3.012550284
2020-01-14,Indonesia,2.414045355
2020-01-14,India,2.652439433
2020-01-14,Israel,4.914004914
2020-01-14,Jordan,3.244005642
2020-01-14,Japan,3.544165758
2020-01-14,South Korea,3.892396851
2020-01-14,Kuwait,3.625576796
2020-01-14,Lebanon,4.29326288
2020-01-14,Sri Lanka,3.196472858
2020-01-14,Moldova,2.583237658
2020-01-14,Mexico,2.656677559
2020-01-14,Malaysia,2.331574426
2020-01-14,Nicaragua,3.542299484
2020-01-14,Norway,5.971730055
2020-01-14,New Zealand,4.29455
2020-01-14,Oman,2.99961044
2020-01-14,Pakistan,3.357546408
2020-01-14,Peru,3.57615098
2020-01-14,Philippines,2.807433768
2020-01-14,Poland,2.897329189
2020-01-14,Qatar,3.570447679
2020-01-14,Romania,2.210227537
2020-01-14,Russia,2.197533879
2020-01-14,Saudi Arabia,3.465003465
2020-01-14,Singapore,4.379616227
2020-01-14,Sweden,5.444492605
2020-01-14,Thailand,3.798199983
2020-01-14,Turkey,2.20908975
2020-01-14,Taiwan,2.409275711
2020-01-14,Ukraine,2.375989996
2020-01-14,Uruguay,4.781621477
2020-01-14,United States,5.67
2020-01-14,Vietnam,2.847773559
2020-01-14,South Africa,2.154124105
2020-07-01,United Arab Emirates,4.015845574
2020-07-01,Argentina,3.50923244
2020-07-01,Australia,4.57845
2020-07-01,Azerbaijan,2.324896998
2020-07-01,Bahrain,3.713035406
2020-07-01,Brazil,3.913527886
2020-07-01,Canada,5.07674144
2020-07-01,Switzerland,6.905710491
2020-07-01,Chile,3.478481655
2020-07-01,China,3.098450775
2020-07-01,Colombia,3.290010257
2020-07-01,Costa Rica,4.039015168
2020-07-01,Czech Republic,3.801242024
2020-07-01,Denmark,4.580607236
2020-07-01,Egypt,2.63322884
2020-07-01,Euro area,4.7861385
2020-07-01,Britain,4.2773325
2020-07-01,Guatemala,3.249707526
2020-07-01,Hong Kong,2.644837084
2020-07-01,Honduras,3.523593904
2020-07-01,Croatia,3.319652342
2020-07-01,Hungary,2.890378076
2020-07-01,Indonesia,2.355386214
2020-07-01,India,2.526679743
2020-07-01,Israel,4.946605756
2020-07-01,Jordan,3.244005642
2020-07-01,Japan,3.635516197
2020-07-01,South Korea,3.747033598
2020-07-01,Kuwait,3.736192333
2020-07-01,Lebanon,5.952380952
2020-07-01,Sri Lanka,3.658864676
2020-07-01,Moldova,2.752562225
2020-07-01,Mexico,2.228561241
2020-07-01,Malaysia,2.342046653
2020-07-01,Nicaragua,3.49088878
2020-07-01,Norway,5.549004647
2020-07-01,New Zealand,4.34841
2020-07-01,Oman,2.857142857
2020-07-01,Pakistan,3.303303303
2020-07-01,Peru,3.402624882
2020-07-01,Philippines,2.872981831
2020-07-01,Poland,2.789435646
2020-07-01,Qatar,3.570447679
2020-07-01,Romania,2.323916386
2020-07-01,Russia,1.91258766
2020-07-01,Saudi Arabia,3.732288293
2020-07-01,Singapore,4.251945806
2020-07-01,Sweden,5.755931016
2020-07-01,Thailand,4.078381392
2020-07-01,Turkey,2.039507253
2020-07-01,Taiwan,2.444282247
2020-07-01,Ukraine,2.174714338
2020-07-01,Uruguay,4.327418432
2020-07-01,United States,5.71
2020-07-01,Vietnam,2.84728214
2020-07-01,South Africa,1.859349228